time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-04-17 04:55:26.000,62.0014,-149.5907,38.2,4,ml,,,,0.57,ak,ak13466305,2016-04-17 05:39:38.451,"24km SE of Y, Alaska",earthquake,0.3,0.6,,,reviewed,ak,ak
2016-04-17 04:06:23.903,36.4717,-113.9735,4.8,3.7,ml,11,138.21,0.679,0.2061,nn,nn00540782,2016-04-18 17:19:00.850,"30km SSE of Bunkerville, Nevada",earthquake,2.99,3.4,0.42,6,reviewed,nn,nn
2016-04-17 04:02:08.820,-0.2586,-80.6308,10,4.8,mb,,97,2.146,0.85,us,us20005j4m,2016-04-17 04:40:14.603,"44km NNW of Bahia de Caraquez, Ecuador",earthquake,6.7,1.9,0.045,150,reviewed,us,us
2016-04-17 03:59:51.240,40.9185,-123.4536667,28.51,2.64,md,35,60,0.2159,0.13,nc,nc72623045,2016-04-18 21:03:05.851,"15km E of Willow Creek, California",earthquake,0.33,1.08,0.139,35,reviewed,nc,nc
2016-04-17 03:16:39.300,18.8132,-64.4233,40,2.8,Md,3,345.6,0.68092299,0.09,pr,pr16108001,2016-04-17 07:16:15.540,"48km NNE of Road  own, British Virgin Islands",earthquake,5.5,5,0,3,reviewed,pr,pr
2016-04-17 03:05:33.920,0.3132,-80.2516,10,4.5,mb,,139,2.265,0.76,us,us20005j4d,2016-04-17 03:57:03.113,"33km NW of Pedernales, Ecuador",earthquake,7.3,1.9,0.081,45,reviewed,us,us
2016-04-17 02:18:01.070,-0.2966,-80.3366,10,4.8,mb,,93,1.888,1.15,us,us20005j48,2016-04-17 03:18:13.221,"34km NNE of Bahia de Caraquez, Ecuador",earthquake,2.9,1.9,0.046,146,reviewed,us,us
2016-04-17 00:59:07.290,0.356,-80.339,27.25,4.5,mb,,58,2.352,1.06,us,us20005j3z,2016-04-17 03:17:02.955,"43km SW of Muisne, Ecuador",earthquake,7.1,5.4,0.078,48,reviewed,us,us
2016-04-17 00:29:32.100,-0.2911,-80.4716,14.24,5.4,mb,,95,1.998,1.04,us,us20005j3i,2016-04-17 01:24:08.596,"34km N of Bahia de Caraquez, Ecuador",earthquake,7.1,4.7,0.036,268,reviewed,us,us
2016-04-17 00:27:57.850,37.6346667,-118.961,5.23,2.87,ml,48,39,0.01755,0.07,nc,nc72623010,2016-04-21 04:43:04.946,"1km SSE of Mammoth Lakes, California",earthquake,0.21,0.26,0.266,6,reviewed,nc,nc
2016-04-17 00:02:00.700,18.6231,-65.185,70,3.1,Md,12,237.6,0.32698676,0.25,pr,pr16108000,2016-04-17 03:46:52.284,"37km NNE of Culebra, Puerto Rico",earthquake,1.6,1.1,0,5,reviewed,pr,pr
2016-04-16 23:58:37.280,0.3715,-79.9398,19.16,7.8,mww,,41,2.139,1,us,us20005j32,2016-04-19 18:49:27.134,"27km SSE of Muisne, Ecuador",earthquake,6.2,3.4,,,reviewed,us,us
2016-04-16 23:47:44.110,0.277,-80.0744,33.01,4.8,mb,,85,2.132,0.69,us,us20005j2w,2016-04-17 00:07:08.621,"21km N of Pedernales, Ecuador",earthquake,7,5.9,0.06,86,reviewed,us,us
2016-04-16 23:37:00.390,4.005,126.573,10,4.4,mb,,124,3.201,1.17,us,us20005j2v,2016-04-17 04:42:53.349,"197km SE of Sarangani, Philippines",earthquake,8.1,1.9,0.112,23,reviewed,us,us
2016-04-16 23:10:38.000,57.0098,-158.0453,13.9,2.8,ml,,,,0.71,ak,ak13462374,2016-04-23 00:40:29.691,"94km NNE of Chignik Lake, Alaska",earthquake,0.8,0.4,,,reviewed,ak,ak
2016-04-16 22:24:08.000,61.8914,-149.3084,43.6,2.7,ml,,,,1.06,ak,ak13462358,2016-04-16 22:54:49.488,"16km NNW of Fishhook, Alaska",earthquake,1.3,16,,,automatic,ak,ak
2016-04-16 21:09:12.660,0.5041,97.9727,10,5.1,mb,,136,0.888,0.77,us,us20005j2i,2016-04-16 21:28:50.855,"163km SSW of Sibolga, Indonesia",earthquake,7.7,1.9,0.065,77,reviewed,us,us
2016-04-16 20:24:28.000,51.2568,-179.4463,25.8,4.1,ml,,,,0.8,ak,ak13461627,2016-04-23 00:38:48.500,"23km W of Amatignak Island, Alaska",earthquake,1.4,1.9,,,reviewed,ak,ak
2016-04-16 19:48:15.000,54.3874,-161.5257,25.6,2.5,ml,,,,0.62,ak,ak13491098,2016-04-23 00:40:15.732,"117km SE of Cold Bay, Alaska",earthquake,1.1,1.6,,,reviewed,ak,ak
2016-04-16 19:46:50.940,32.7247,130.6802,10,4.6,mb,,91,0.432,0.83,us,us20005j23,2016-04-16 21:19:33.755,"4km NNE of Uto, Japan",earthquake,3.5,1.9,0.069,62,reviewed,us,us
2016-04-16 18:39:37.000,19.3996667,-155.2531667,12.823,3.54,ml,59,37,0.01223,0.09,hv,hv61233011,2016-04-19 15:29:29.040,"3km SSW of Volcano, Hawaii",earthquake,0.28,0.14,0.173,35,reviewed,hv,hv
2016-04-16 18:30:22.760,33.0162,131.05,16.01,4.3,mb,,90,0.181,0.67,us,us20005j1s,2016-04-19 15:12:28.955,"22km E of Kikuchi, Japan",earthquake,4.4,4.9,0.168,10,reviewed,us,us
2016-04-16 18:08:28.320,0.3607,97.8217,25.56,4.8,mb,,39,0.968,1.7,us,us20005j1r,2016-04-19 14:27:03.633,"186km SW of Sibolga, Indonesia",earthquake,6.9,4.9,0.063,78,reviewed,us,us
2016-04-16 16:29:50.150,14.6004,55.6824,10,4.7,mb,,136,2.644,1.36,us,us20005j1d,2016-04-16 16:53:03.192,"280km NE of  amrida, Yemen",earthquake,9.7,1.9,0.089,38,reviewed,us,us
2016-04-16 15:20:11.340,10.1587,-104.3235,10,4.9,mb,,209,9.24,0.94,us,us20005j12,2016-04-16 15:52:30.549,"Northern East Pacific Rise",earthquake,11.8,2,0.059,91,reviewed,us,us
2016-04-16 15:14:52.980,32.9334,130.9408,10,4.7,mb,,104,0.198,0.91,us,us20005j0z,2016-04-16 15:59:57.904,"10km NE of Ozu, Japan",earthquake,4.3,1.9,0.095,34,reviewed,us,us
2016-04-16 15:07:56.270,-21.1967,-68.8511,154.65,4.6,mb,,104,0.699,1.35,us,us20005j0v,2016-04-16 19:43:08.769,"140km N of Calama, Chile",earthquake,10.1,10.9,0.244,5,reviewed,us,us
2016-04-16 14:57:52.550,-0.1048,123.6653,121.4,4.1,mb,,139,1.29,0.75,us,us20005j0t,2016-04-16 19:34:30.892,"64km SSW of Molibagu, Indonesia",earthquake,12.5,6.5,0.131,16,reviewed,us,us
2016-04-16 14:46:34.000,51.4697,-177.0996,48,3.2,ml,,,,0.57,ak,ak13458795,2016-04-23 00:40:49.577,"54km SW of Adak, Alaska",earthquake,1.9,1.1,,,reviewed,ak,ak
2016-04-16 14:03:26.300,19.4433,-64.7331,57,3.6,Md,10,298.8,1.1049278,0.28,pr,pr16107004,2016-04-16 14:20:01.167,"114km N of Road  own, British Virgin Islands",earthquake,2.4,8.9,0,10,reviewed,pr,pr
2016-04-16 13:50:07.990,51.0243,157.2744,79.79,4.5,mb,,135,2.103,1.09,us,us20005j0a,2016-04-16 19:23:53.426,"74km SE of Ozernovskiy, Russia",earthquake,10,6.8,0.071,59,reviewed,us,us
2016-04-16 13:28:09.030,4.1483,127.0211,41.41,4.4,mb,,175,3.371,1.2,us,us20005j07,2016-04-16 19:29:26.643,"221km SE of Sarangani, Philippines",earthquake,11.2,11,0.127,18,reviewed,us,us
2016-04-16 12:19:12.000,56.2361,-161.6614,235.1,3.3,ml,,,,0.85,ak,ak13491063,2016-04-23 00:40:04.292,"123km NW of Sand Point, Alaska",earthquake,5.8,1.9,,,reviewed,ak,ak
2016-04-16 12:05:06.270,32.7277,130.75,12.73,4.6,mb,,104,0.41,0.74,us,us20005izm,2016-04-16 12:32:28.550,"6km S of Kumamoto-shi, Japan",earthquake,4.7,5.2,0.111,24,reviewed,us,us
2016-04-16 12:03:37.310,4.0705,126.922,11.92,4.7,mb,,138,3.265,0.57,us,us20005izn,2016-04-16 12:21:45.136,"218km SE of Sarangani, Philippines",earthquake,8.5,5.3,0.093,35,reviewed,us,us
2016-04-16 10:55:45.590,22.4474,121.8521,10,4.9,mb,,74,0.803,0.89,us,us20005izd,2016-04-16 11:19:54.806,"80km ESE of  aitung City,  aiwan",earthquake,5,1.8,0.053,112,reviewed,us,us
2016-04-16 08:40:20.290,32.7657,130.5546,3.34,4.6,mb,,105,0.449,0.66,us,us20005iyx,2016-04-16 09:00:16.200,"13km NW of Uto, Japan",earthquake,4.4,4.7,0.12,21,reviewed,us,us
2016-04-16 07:56:21.170,3.4605,126.9521,65.21,4.7,mb,,111,2.702,0.64,us,us20005iys,2016-04-16 08:12:58.460,"224km NNW of  obelo, Indonesia",earthquake,9.6,8.1,0.092,36,reviewed,us,us
2016-04-16 07:46:45.900,19.3008,-64.4811,78,3.3,Md,4,331.2,1.04474068,0.15,pr,pr16107003,2016-04-16 12:12:44.642,"98km N of Road  own, British Virgin Islands",earthquake,5.6,7.9,0,4,reviewed,pr,pr
2016-04-16 07:34:24.800,-29.625,-111.6386,10,5.4,mb,,70,3.13,0.64,us,us20005iyl,2016-04-17 12:56:14.000,"Easter Island region",earthquake,11.1,1.9,0.033,308,reviewed,us,us
2016-04-16 07:02:03.000,32.7466,130.6675,16.2,5.3,Mb,,32.4,0.41591998,0.63,us,us20005iye,2016-04-16 14:33:57.000,"7km N of Uto, Japan",earthquake,5.4,4.4,0,99,reviewed,us,us
2016-04-16 06:09:17.100,18.2467,-67.7535,2,3,Md,14,180,0.2937491,0.25,pr,pr16107002,2016-04-16 08:40:09.191,"54km W of Rincon, Puerto Rico",earthquake,0.9,0.7,0,13,reviewed,pr,pr
2016-04-16 06:05:24.290,-26.4526,-70.0226,72.92,5.4,mb,,78,0.599,1.05,us,us20005iy5,2016-04-16 07:29:08.000,"9km SSE of Diego de Almagro, Chile",earthquake,7.1,5.9,0.031,357,reviewed,us,us
2016-04-16 05:27:04.160,32.6604,130.6393,1.27,4.6,mb,,120,0.504,0.7,us,us20005ixz,2016-04-16 07:28:00.010,"2km WNW of Matsubase, Japan",earthquake,5.2,5.9,0.105,27,reviewed,us,us
2016-04-16 05:03:58.160,33.0029,131.1177,10.71,4.6,mb,,60,0.236,0.52,us,us20005ixw,2016-04-16 06:04:00.541,"26km W of  akedamachi, Japan",earthquake,4.9,4.8,0.105,27,reviewed,us,us
2016-04-16 04:14:27.450,-5.929,149.4939,100.32,4.6,mb,,63,3.17,0.66,us,us20005ixr,2016-04-16 04:36:00.116,"32km N of Kandrian, Papua New Guinea",earthquake,8.2,8.3,0.125,19,reviewed,us,us
2016-04-16 02:39:32.420,40.9946,70.9794,39.65,4.8,mb,,43,0.944,0.64,us,us20005ix8,2016-04-16 03:35:32.824,"16km NW of Pop Shahri, Uzbekistan",earthquake,5.6,7.2,0.049,130,reviewed,us,us
2016-04-16 02:10:47.490,36.0491,70.7759,95.13,4.6,mb,,81,1.086,1.16,us,us20005ix2,2016-04-16 02:31:10.011,"2km N of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",earthquake,4.5,6.3,0.064,73,reviewed,us,us
2016-04-16 02:02:52.140,32.7292,130.6701,10,4.9,mb,,110,0.431,0.7,us,us20005iwz,2016-04-16 02:50:53.481,"5km N of Uto, Japan",earthquake,4.9,1.9,0.056,99,reviewed,us,us
2016-04-16 01:38:53.700,32.4855,130.4648,10,4.3,mb,,115,0.726,1.34,us,us20005iwy,2016-04-16 02:03:44.147,"12km W of Yatsushiro, Japan",earthquake,7.5,1.9,0.148,13,reviewed,us,us
2016-04-16 00:48:32.840,32.848,130.777,9.09,5.2,mww,,55,0.288,0.76,us,us20005iwc,2016-04-18 02:42:18.409,"7km NNE of Kumamoto-shi, Japan",earthquake,4.6,3.2,,,reviewed,us,us
2016-04-16 00:25:22.500,18.6924,-65.0546,16,3.2,Md,8,259.2,0.35213959,0.28,pr,pr16107000,2016-04-16 03:52:36.376,"40km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.4,1.5,0,7,reviewed,pr,pr
2016-04-16 00:22:14.190,-14.5902,166.6517,10,4.9,mb,,86,1.004,0.97,us,us20005iw7,2016-04-16 00:47:21.494,"66km NW of Port-Olry, Vanuatu",earthquake,7.5,1.9,0.08,49,reviewed,us,us
2016-04-16 00:16:29.230,32.5587,130.5832,10,4.3,mwr,,92,0.616,0.74,us,us20005iw0,2016-04-18 22:59:39.793,"6km NNW of Yatsushiro, Japan",earthquake,4,1.9,0.086,13,reviewed,us,us
2016-04-16 00:10:41.510,34.9217,25.7373,10,5,mwr,,71,0.785,0.94,us,us20005ivy,2016-04-16 01:31:39.053,"9km S of Ierapetra, Greece",earthquake,5.7,1.8,0.05,39,reviewed,us,us
2016-04-15 23:55:45.000,51.3297,-177.9632,45.5,3.7,ml,,,,0.29,ak,ak13451974,2016-04-16 01:26:48.576,"62km SSE of  anaga Volcano, Alaska",earthquake,4.3,3.6,,,reviewed,ak,ak
2016-04-15 23:20:42.100,32.6446,130.6674,10,4.5,mwr,,95,0.51,0.85,us,us20005iut,2016-04-19 01:31:50.122,"0km S of Matsubase, Japan",earthquake,4.5,1.9,0.086,13,reviewed,us,us
2016-04-15 22:42:33.640,32.788,130.6451,10,4.1,mwr,,73,0.388,0.69,us,us20005iug,2016-04-22 04:40:29.848,"9km W of Kumamoto-shi, Japan",earthquake,3.8,1.8,0.093,11,reviewed,us,us
2016-04-15 22:23:55.040,32.7537,130.7439,10,4.6,mwr,,61,0.386,0.66,us,us20005iu7,2016-04-22 03:32:04.501,"4km S of Kumamoto-shi, Japan",earthquake,4.2,1.8,0.08,15,reviewed,us,us
2016-04-15 22:11:40.290,33.2561,131.3701,10,5.1,mwr,,47,0.433,0.59,us,us20005iu4,2016-04-22 03:13:47.944,"11km W of Beppu, Japan",earthquake,4.1,1.8,0.08,15,reviewed,us,us
2016-04-15 21:55:13.200,18.4724,-66.8373,12,2.7,Md,15,180,0.14822202,0.18,pr,pr16106009,2016-04-22 04:59:20.040,"1km SW of Hatillo, Puerto Rico",earthquake,0.4,0.5,0,10,reviewed,pr,pr
2016-04-15 21:48:22.000,63.2779,-150.541,131.8,3,ml,,,,0.44,ak,ak13449932,2016-04-21 23:08:47.040,"80km W of Cantwell, Alaska",earthquake,0.3,0.6,,,automatic,ak,ak
2016-04-15 21:40:01.520,32.9452,130.9174,10,4.5,mwr,,104,0.182,0.82,us,us20005itt,2016-04-18 05:08:46.417,"9km NNE of Ozu, Japan",earthquake,3.9,1.9,0.08,15,reviewed,us,us
2016-04-15 21:21:32.770,34.3641667,-118.6446667,10.77,3.08,ml,107,23,0.03235,0.21,ci,ci37550056,2016-04-17 21:53:48.040,"12km SW of Valencia, CA",earthquake,0.13,0.25,0.147,313,reviewed,ci,ci
2016-04-15 20:39:15.980,13.6195,-92.0619,57.67,4.5,mb,,172,0.967,1.27,us,us20005irm,2016-04-16 20:14:14.017,"76km SSW of Champerico, Guatemala",earthquake,8.3,8.1,0.085,41,reviewed,us,us
2016-04-15 20:34:13.650,32.569,130.509,10,4.5,mb,,99,0.635,0.9,us,us20005it7,2016-04-16 20:01:30.936,"11km NW of Yatsushiro, Japan",earthquake,4.8,1.9,0.099,30,reviewed,us,us
2016-04-15 19:51:23.840,32.6977,130.7336,3.35,4.7,mb,,91,0.442,0.73,us,us20005iqi,2016-04-16 18:13:57.127,"6km ENE of Uto, Japan",earthquake,4.5,0.9,0.094,36,reviewed,us,us
2016-04-15 19:18:16.150,32.937,130.9495,10.57,4.4,mb,,86,0.197,0.62,us,us20005ipp,2016-04-16 17:38:09.488,"10km NE of Ozu, Japan",earthquake,5,3.1,0.135,17,reviewed,us,us
2016-04-15 19:02:10.000,36.9552,-98.0907,8.311,2.9,ml,,97,,1.18,us,us20005iuw,2016-04-18 17:51:02.440,"22km SSW of Anthony, Kansas",earthquake,1.2,1.7,,,reviewed,tul,tul
2016-04-15 18:59:44.000,63.1064,-151.5171,0,2.6,ml,,,,0.78,ak,ak13448610,2016-04-16 16:41:27.040,"113km NW of  alkeetna, Alaska",earthquake,0.2,0.2,,,automatic,ak,ak
2016-04-15 18:55:53.490,32.9797,131.1355,13.78,5.5,mwr,,19,0.261,0.84,us,us20005inz,2016-04-16 16:03:54.195,"24km W of  akedamachi, Japan",earthquake,5,3.1,0.098,10,reviewed,us,us
2016-04-15 18:47:11.320,-14.5133,166.7251,28.79,5.2,mb,,47,1.037,0.8,us,us20005iny,2016-04-16 15:21:13.981,"68km NNW of Port-Olry, Vanuatu",earthquake,7.3,4.8,0.059,95,reviewed,us,us
2016-04-15 18:26:53.020,32.8701,130.9177,10,4.5,mb,,97,0.256,0.76,us,us20005inb,2016-04-16 15:10:19.694,"4km E of Ozu, Japan",earthquake,2.8,1.8,0.135,17,reviewed,us,us
2016-04-15 18:25:18.200,51.3589,-177.47,44.52,3.9,mb,,206,0.532,1.21,us,us20005ivz,2016-04-16 15:09:42.672,"74km SE of  anaga Volcano, Alaska",earthquake,9.5,11.8,0.067,58,reviewed,us,us
2016-04-15 18:20:49.770,33.1011,130.9965,19.36,4.5,mb,,101,0.103,0.9,us,us20005inf,2016-04-16 14:39:57.933,"21km NE of Kikuchi, Japan",earthquake,5.8,4.9,0.135,16,reviewed,us,us
2016-04-15 18:16:42.600,33.0864,130.8355,18.63,4.6,mb,,53,0.051,1.11,us,us20005in9,2016-04-15 19:27:02.031,"11km N of Kikuchi, Japan",earthquake,3.8,3.6,0.081,45,reviewed,us,us
2016-04-15 18:06:42.000,61.4223,-151.0186,58.8,2.6,ml,,,,0.49,ak,ak13448001,2016-04-16 14:25:22.040,"52km WSW of Big Lake, Alaska",earthquake,0.3,0.8,,,automatic,ak,ak
2016-04-15 18:03:11.030,32.9259,131.0429,4.91,5.4,mwr,,32,0.242,0.62,us,us20005imz,2016-04-16 21:24:03.997,"17km ENE of Ozu, Japan",earthquake,5.1,3.6,0.089,12,reviewed,us,us
2016-04-15 18:01:03.930,39.7847,141.791,52.94,4.7,mb,,108,1.316,0.83,us,us20005imy,2016-04-16 21:05:41.151,"21km NW of Miyako, Japan",earthquake,5,6.2,0.077,51,reviewed,us,us
2016-04-15 17:49:18.410,33.2029,131.3205,12.24,4.5,mb,,101,0.38,0.81,us,us20005imv,2016-04-16 20:50:42.040,"17km WSW of Beppu, Japan",earthquake,3.4,4.7,0.113,26,reviewed,us,us
2016-04-15 17:24:22.000,63.4713,-147.5762,0.1,2.6,ml,,,,0.6,ak,ak13447959,2016-04-16 20:47:38.040,"69km E of Cantwell, Alaska",earthquake,0.3,0.5,,,reviewed,ak,ak
2016-04-15 17:24:10.000,63.4751,-147.5324,0,2.6,ml,,,,0.66,ak,ak13447956,2016-04-16 20:45:33.040,"71km E of Cantwell, Alaska",earthquake,0.2,0.2,,,automatic,ak,ak
2016-04-15 17:07:06.000,61.6581,-147.734,18.3,3.4,ml,,,,0.75,ak,ak13447401,2016-04-16 20:43:18.040,"55km ESE of Sutton-Alpine, Alaska",earthquake,0.3,0.4,,,automatic,ak,ak
2016-04-15 17:04:11.620,32.7571,130.7424,11.73,4.6,mb,,85,0.383,0.89,us,us20005il9,2016-04-16 20:36:17.853,"3km S of Kumamoto-shi, Japan",earthquake,5.1,4.7,0.071,59,reviewed,us,us
2016-04-15 16:59:20.610,45.0365,-111.872,8.9,2.53,ml,31,68,0.23,0.19,mb,mb80135349,2016-04-15 17:20:59.988,"29km SSE of Virginia City, Montana",earthquake,0.29,1.14,0.23,16,reviewed,mb,mb
2016-04-15 16:45:56.630,32.8805,130.8463,10,5.7,mb,,61,2.675,1.03,us,us20005ija,2016-04-15 22:55:20.000,"2km NW of Ozu, Japan",earthquake,8.1,1.8,0.04,229,reviewed,us,us
2016-04-15 16:44:06.880,32.6953,130.7351,10,5.3,mb,,52,0.444,0.95,us,us20005ij8,2016-04-18 18:35:24.900,"6km ENE of Uto, Japan",earthquake,4.4,0.9,0.067,76,reviewed,us,us
2016-04-15 16:35:15.960,45.034,-111.8781667,2.91,2.65,ml,40,50,0.23,0.21,mb,mb80135309,2016-04-15 17:07:23.205,"29km S of Virginia City, Montana",earthquake,0.3,1.41,0.224,18,reviewed,mb,mb
2016-04-15 16:29:07.000,60.0318,-148.4328,14.6,2.9,ml,,,,0.45,ak,ak13447313,2016-04-15 23:48:57.508,"55km ESE of Bear Creek, Alaska",earthquake,0.6,1.3,,,reviewed,ak,ak
2016-04-15 16:28:58.000,62.9369,-148.0225,44.8,3.4,ml,,,,0.9,ak,ak13447311,2016-04-15 17:13:02.839,"68km SE of Cantwell, Alaska",earthquake,0.2,0.7,,,automatic,ak,ak
2016-04-15 16:25:06.260,32.782,130.7259,10,7,mww,,39,0.364,1.12,us,us20005iis,2016-04-18 16:42:23.154,"1km WSW of Kumamoto-shi, Japan",earthquake,4.8,1.9,,,reviewed,us,us
2016-04-15 16:09:57.000,19.6909,-65.143,25,3,Md,3,338.4,1.38160891,0.07,pr,pr16106008,2016-04-15 21:14:32.216,"150km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.2,10.5,0,2,reviewed,pr,pr
2016-04-15 15:21:25.550,51.3547,90.0473,15,4.7,mb,,86,4.108,0.49,us,us20005ihw,2016-04-15 16:17:58.739,"38km NNW of  eeli, Russia",earthquake,7.8,3.9,0.108,26,reviewed,us,us
2016-04-15 15:20:21.480,-14.1387,166.5033,10,4.8,mb,,134,1.466,1.02,us,us20005ii4,2016-04-15 16:09:03.265,"116km NNW of Port-Olry, Vanuatu",earthquake,5.2,1.9,0.118,22,reviewed,us,us
2016-04-15 14:11:27.050,13.4179,-92.2798,25,6.1,mww,,63,1.238,1.35,us,us20005ih9,2016-04-15 18:56:15.000,"105km SSW of Champerico, Guatemala",earthquake,5.4,1.8,,,reviewed,us,us
2016-04-15 14:04:29.510,36.453,-98.8291,6.92,3,mb_lg,,41,0.049,0.78,us,us20005ih7,2016-04-16 13:19:13.988,"33km E of Mooreland, Oklahoma",earthquake,3.8,5.7,0.061,70,reviewed,us,us
2016-04-15 13:29:36.950,36.4763,-98.7476,6.82,2.9,mb_lg,,77,0.004,0.55,us,us20005igw,2016-04-16 13:14:57.909,"33km NW of Fairview, Oklahoma",earthquake,2.1,7.9,0.068,56,reviewed,us,us
2016-04-15 13:23:46.000,57.1316,-157.7369,14.6,3.6,ml,,,,0.51,ak,ak13445706,2016-04-15 23:26:24.133,"116km NNE of Chignik Lake, Alaska",earthquake,0.5,0.3,,,reviewed,ak,ak
2016-04-15 12:51:25.310,36.4172,71.2991,100.76,4.5,mb,,76,0.914,1.13,us,us20005igh,2016-04-15 13:58:58.478,"36km SW of Ashkasham, Afghanistan",earthquake,6.3,8.1,0.15,13,reviewed,us,us
2016-04-15 12:18:26.200,19.1891,-64.657,65,2.8,Md,3,338.4,0.87855235,0.02,pr,pr16106007,2016-04-15 16:22:44.154,"85km N of Road  own, British Virgin Islands",earthquake,4.8,6.3,0,2,reviewed,pr,pr
2016-04-15 12:07:10.000,59.3149,-145.0095,5.6,2.5,ml,,,,0.55,ak,ak13445177,2016-04-15 12:34:24.377,"76km E of Middleton Island, Alaska",earthquake,1.4,0.5,,,automatic,ak,ak
2016-04-15 11:05:32.180,4.1139,126.6943,43.14,5.1,mb,,75,3.387,0.97,us,us20005ifr,2016-04-15 11:34:15.576,"197km SE of Sarangani, Philippines",earthquake,8.5,5.8,0.048,142,reviewed,us,us
2016-04-15 10:56:55.030,-3.7302,100.368,35.07,4.4,mb,,202,2.656,0.73,us,us20005ifm,2016-04-15 12:03:17.395,"210km W of Bengkulu, Indonesia",earthquake,6.1,6.7,0.112,23,reviewed,us,us
2016-04-15 10:45:14.000,18.5762,-67.9223,176,3.5,Md,18,151.2,0.44017449,0.5,pr,pr16106006,2016-04-15 11:22:31.942,"50km E of Punta Cana, Dominican Republic",earthquake,4.3,1.8,0,13,reviewed,pr,pr
2016-04-15 10:41:50.870,-24.7177,179.8974,528.47,4.7,mb,,75,4.908,1.09,us,us20005ifg,2016-04-15 11:09:40.754,"South of the Fiji Islands",earthquake,12.1,7.4,0.047,135,reviewed,us,us
2016-04-15 10:24:30.230,-3.7833,100.4874,38.51,4.9,mb,,170,2.528,1.2,us,us20005ieu,2016-04-15 11:16:33.233,"197km W of Bengkulu, Indonesia",earthquake,9,8,0.086,42,reviewed,us,us
2016-04-15 08:54:40.370,-13.7783,166.5756,42.96,5.1,mb,,140,1.766,0.81,us,us20005ie6,2016-04-15 09:12:20.968,"105km W of Sola, Vanuatu",earthquake,9.4,6.8,0.085,45,reviewed,us,us
2016-04-15 08:54:26.000,63.152,-151.4419,11.9,4.3,ml,,,,0.68,ak,ak13444102,2016-04-15 12:14:42.040,"114km NW of  alkeetna, Alaska",earthquake,0.2,0.2,,,reviewed,ak,ak
2016-04-15 08:36:50.960,40.4725,-126.1268333,9.62,2.7,md,23,309,1.365,0.25,nc,nc72622490,2016-04-16 04:13:04.098,"158km W of Ferndale, California",earthquake,2.2,31.61,0.157,19,reviewed,nc,nc
2016-04-15 07:57:11.000,63.1297,-151.4539,10.1,3.1,ml,,,,0.69,ak,ak13444089,2016-04-15 09:58:25.035,"113km NW of  alkeetna, Alaska",earthquake,0.2,0.2,,,reviewed,ak,ak
2016-04-15 06:51:41.200,18.8752,-67.5556,23,2.6,Md,3,320.4,0.49407341,0.09,pr,pr16106005,2016-04-15 08:28:33.350,"64km NW of San Antonio, Puerto Rico",earthquake,1.1,6.6,0,3,reviewed,pr,pr
2016-04-15 05:49:31.000,63.0621,-150.8803,125.7,3.7,ml,,,,0.49,ak,ak13443070,2016-04-15 06:39:52.098,"91km NNW of  alkeetna, Alaska",earthquake,0.5,0.4,,,reviewed,ak,ak
2016-04-15 05:46:33.590,35.2403333,-116.9201667,9.05,2.85,ml,28,35,0.1119,0.15,ci,ci37549896,2016-04-15 14:17:00.170,"22km W of Fort Irwin, CA",earthquake,0.18,0.48,0.146,146,reviewed,ci,ci
2016-04-15 05:36:27.800,19.4969,-64.8489,14,3.7,Md,19,262.8,1.09594465,0.47,pr,pr16106002,2016-04-15 05:59:35.251,"122km NNW of Road  own, British Virgin Islands",earthquake,4.9,10.6,0,18,reviewed,pr,pr
2016-04-15 05:18:52.000,59.7254,-153.1048,106.5,2.6,ml,,,,0.44,ak,ak13443064,2016-04-15 05:44:22.749,"71km W of Anchor Point, Alaska",earthquake,2.2,1.3,,,automatic,ak,ak
2016-04-15 04:50:11.180,2.0302,127.0468,88.77,5.5,mwp,,45,1.29,0.83,us,us20005id2,2016-04-15 13:56:11.000,"112km WNW of  obelo, Indonesia",earthquake,7.2,6.3,,,reviewed,us,us
2016-04-15 04:27:56.530,-32.1612,-71.8122,22.56,4.6,mb,,141,0.59,0.71,us,us20005ict,2016-04-15 04:47:44.725,"63km WNW of La Ligua, Chile",earthquake,5.4,5.2,0.096,32,reviewed,us,us
2016-04-15 03:59:06.651,41.8165,-119.6808,6.6,2.6,ml,6,122.75,0.164,0.1273,nn,nn00540599,2016-04-17 16:10:39.530,"68km SE of Lakeview, Oregon",earthquake,3.92,7,0.38,5,reviewed,nn,nn
2016-04-15 03:42:59.550,-14.5099,166.7053,3.69,5.4,mwb,,96,1.048,0.88,us,us20005icn,2016-04-15 07:52:07.465,"70km NNW of Port-Olry, Vanuatu",earthquake,7.9,4.1,0.086,13,reviewed,us,us
2016-04-15 03:41:57.300,17.8784,-66.0917,13,2.6,Md,5,226.8,0.08623827,0.15,pr,pr16106003,2016-04-15 08:25:54.816,"10km SSW of Arroyo, Puerto Rico",earthquake,1.3,0.5,0,4,reviewed,pr,pr
