time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-04-20 01:05:41.220,-16.1282,167.9679,174.4,4.9,mb,,61,1,0.57,us,us20005jzy,2016-04-20 01:24:31.813,"58km E of Lakatoro, Vanuatu",earthquake,8.4,6.1,0.087,41,reviewed,us,us
2016-04-20 00:51:01.240,49.1486,151.9445,244.19,4.3,mb,,133,5.369,0.64,us,us20005jzv,2016-04-20 22:28:45.880,"224km E of Vostok, Russia",earthquake,5.4,7.9,0.054,95,reviewed,us,us
2016-04-20 00:19:50.090,-18.0947,-178.5492,632.49,4.6,mb,,25,3.253,1.14,us,us20005jzj,2016-04-20 00:42:29.786,"283km N of Ndoi Island, Fiji",earthquake,10.8,6.8,0.033,280,reviewed,us,us
2016-04-19 23:54:12.950,-23.3944,179.4793,533.37,4.4,mb,,120,5.777,1.21,us,us20005jzb,2016-04-20 00:13:42.607,"South of the Fiji Islands",earthquake,14.4,9.6,0.095,32,reviewed,us,us
2016-04-19 22:37:11.530,-24.0182,-66.9086,196.75,4.4,mb,,63,2.312,1.11,us,us20005jyy,2016-04-19 23:25:27.538,"63km WNW of San Antonio de los Cobres, Argentina",earthquake,8.5,8.8,0.144,14,reviewed,us,us
2016-04-19 22:24:07.000,61.8072,-150.8679,76.2,2.7,ml,,,,0.56,ak,ak13486711,2016-04-19 22:55:50.162,"44km W of Willow, Alaska",earthquake,0.3,0.7,,,automatic,ak,ak
2016-04-19 22:22:26.450,0.562,-80.0561,15.38,5.5,mb,,130,1.643,0.8,us,us20005jyu,2016-04-20 04:00:46.692,"4km SSW of Muisne, Ecuador",earthquake,6.4,2.8,0.023,661,reviewed,us,us
2016-04-19 21:51:51.640,33.2076667,-116.7053333,6.97,2.68,ml,85,32,0.04942,0.19,ci,ci37551424,2016-04-19 22:34:38.290,"7km SE of Lake Henshaw, CA",earthquake,0.14,0.44,0.211,25,reviewed,ci,ci
2016-04-19 20:53:04.160,36.6813,140.7632,82.26,4.5,mb,,145,0.644,1.09,us,us20005jxc,2016-04-21 14:44:19.321,"5km SE of  akahagi, Japan",earthquake,6.4,7.1,0.18,11,reviewed,us,us
2016-04-19 20:47:56.420,10.2594,93.8018,35.14,4.4,mb,,156,1.733,1.07,us,us20005jxp,2016-04-21 14:14:29.152,"193km SE of Port Blair, India",earthquake,9,9.6,0.1,29,reviewed,us,us
2016-04-19 20:32:57.460,10.1682,93.6551,14.42,5.3,mb,,36,1.728,0.83,us,us20005jx7,2016-04-20 22:00:30.221,"193km SSE of Port Blair, India",earthquake,5.8,2.9,0.045,165,reviewed,us,us
2016-04-19 20:22:41.890,41.4452,49.3464,48.12,4.4,mb,,94,3.728,1.15,us,us20005jx0,2016-04-20 21:56:45.729,"45km E of Xacmaz, Azerbaijan",earthquake,4.2,8.9,0.066,66,reviewed,us,us
2016-04-19 20:06:08.000,59.7249,-153.1627,105.6,3.5,ml,,,,0.45,ak,ak13486604,2016-04-20 21:23:26.040,"75km W of Anchor Point, Alaska",earthquake,0.3,0.4,,,reviewed,ak,ak
2016-04-19 20:05:39.520,-15.9949,-173.7363,134.15,4.4,mb,,83,2.807,0.72,us,us20005jws,2016-04-20 19:15:14.620,"5km SSE of Hihifo,  onga",earthquake,9.9,8.7,0.071,56,reviewed,us,us
2016-04-19 19:21:21.430,13.6856,-90.7303,47.72,4.5,mwr,,140,1.253,1.32,us,us20005jw6,2016-04-20 18:52:07.219,"27km S of Iztapa, Guatemala",earthquake,6.9,6.9,0.086,13,reviewed,us,us
2016-04-19 19:03:58.260,36.4951,-113.9755,13.8,2.7,ml,,28,0.654,1.03,us,us20005jvy,2016-04-20 18:39:48.230,"33km SSE of Bunkerville, Nevada",earthquake,2.2,5,0.033,120,reviewed,us,us
2016-04-19 18:38:57.300,32.4797,130.6564,5,4.1,mwr,,100,0.669,0.76,us,us20005jvs,2016-04-20 18:28:04.264,"5km ESE of Yatsushiro, Japan",earthquake,3.7,4.8,0.086,13,reviewed,us,us
2016-04-19 18:34:38.480,38.9821667,-123.433,2.17,2.9,mh,17,79,0.1047,0.06,nc,nc72624590,2016-04-21 01:32:03.416,"6km WSW of Boonville, California",earthquake,0.18,2.47,,0,reviewed,nc,nc
2016-04-19 17:22:18.260,28.3369,87.8444,60.99,4.3,mb,,46,2.32,0.98,us,us20005jvf,2016-04-20 18:21:08.422,"8km SSE of Gyangkar, China",earthquake,7.1,8,0.105,30,reviewed,us,us
2016-04-19 17:17:36.400,8.0154,126.5868,94.97,5,mb,,47,1.371,0.81,us,us20005juz,2016-04-20 18:22:10.992,"15km E of Santa Maria, Philippines",earthquake,7.4,5.6,0.041,190,reviewed,us,us
2016-04-19 17:12:53.440,-1.2999,-80.8601,10,4.7,mwr,,105,1.976,1.11,us,us20005jux,2016-04-20 18:12:42.337,"31km W of Jipijapa, Ecuador",earthquake,6.3,1.9,0.08,15,reviewed,us,us
2016-04-19 16:56:18.580,36.6099,-97.2136,6.03,2.5,mb_lg,,62,0.15,0.27,us,us20005jul,2016-04-19 17:27:24.344,"11km SE of  onkawa, Oklahoma",earthquake,1.6,6.6,0.114,20,reviewed,us,us
2016-04-19 16:45:23.070,36.6423,-97.7075,5,2.8,mb_lg,,47,0.241,0.42,us,us20005jue,2016-04-19 17:10:34.491,"18km S of Medford, Oklahoma",earthquake,1.2,2,0.071,52,reviewed,us,us
2016-04-19 16:37:19.640,-30.6821,-71.8246,27.68,4.5,mb,,181,0.163,1.07,us,us20005jui,2016-04-19 19:02:51.169,"60km W of Ovalle, Chile",earthquake,5.6,4.9,0.18,9,reviewed,us,us
2016-04-19 16:16:34.740,23.9014,122.593,10,4.6,mb,,105,0.68,0.64,us,us20005ju6,2016-04-19 18:40:12.002,"75km SSW of Yonakuni, Japan",earthquake,4.6,1.9,0.055,100,reviewed,us,us
2016-04-19 15:00:21.990,-19.4756,-176.0104,266.07,4.6,mb,,39,5.759,0.71,us,us20005jtr,2016-04-19 16:58:51.709,"177km WNW of Pangai,  onga",earthquake,10.5,7.1,0.046,141,reviewed,us,us
2016-04-19 13:07:30.080,0.2507,-80.3441,10,4.4,mb,,145,1.855,0.89,us,us20005jsi,2016-04-19 14:37:51.922,"37km WNW of Pedernales, Ecuador",earthquake,7.4,1.9,0.077,48,reviewed,us,us
2016-04-19 13:03:48.010,-53.0693,139.8484,14.85,4.5,mb,,292,15.99,0.59,us,us20005jsj,2016-04-19 14:06:38.590,"West of Macquarie Island",earthquake,24.4,9.8,0.151,13,reviewed,us,us
2016-04-19 12:35:37.190,-14.2437,166.1072,10,4.9,mb,,86,1.598,0.69,us,us20005jsg,2016-04-19 13:04:32.982,"135km NW of Port-Olry, Vanuatu",earthquake,9.6,1.9,0.07,63,reviewed,us,us
2016-04-19 11:47:04.730,32.5998,130.5416,10,4.8,mwr,,86,0.594,0.67,us,us20005jsc,2016-04-19 12:57:28.211,"12km NNW of Yatsushiro, Japan",earthquake,6.4,1.9,0.08,15,reviewed,us,us
2016-04-19 10:40:49.180,-14.2419,166.1737,10,4.9,mb,,85,1.557,0.6,us,us20005js0,2016-04-19 11:16:16.576,"130km NW of Port-Olry, Vanuatu",earthquake,7.8,1.9,0.061,86,reviewed,us,us
2016-04-19 10:05:34.390,35.6603,140.8382,20.4,4.5,mb,,138,0.774,1.27,us,us20005jrs,2016-04-20 21:06:20.140,"8km S of Hasaki, Japan",earthquake,4.5,6.1,0.106,26,reviewed,us,us
2016-04-19 08:52:14.340,32.5123,130.5669,3.19,5.1,mb,,48,0.664,0.7,us,us20005jr8,2016-04-19 09:11:31.469,"3km WNW of Yatsushiro, Japan",earthquake,3.9,4.4,0.058,96,reviewed,us,us
2016-04-19 08:19:43.910,40.3558,19.3573,10,3.4,md,,94,0.154,0.98,us,us20005k9u,2016-04-20 20:56:41.480,"10km WNW of Orikum, Albania",earthquake,2.5,1.9,,,reviewed,us,tir
2016-04-19 07:23:14.960,30.835,138.6212,375,4.5,mb,,85,2.489,0.77,us,us20005jqz,2016-04-19 07:43:35.044,"273km SSW of Hachijo-jima, Japan",earthquake,9.2,6.2,0.055,98,reviewed,us,us
2016-04-19 05:25:39.600,-55.6255,-27.2317,10.62,5.9,mb,,54,5.501,1.03,us,us20005jqc,2016-04-19 16:28:58.426,"119km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,9.7,3.2,0.047,168,reviewed,us,us
2016-04-19 04:25:35.940,35.7288333,-121.346,8.03,3.07,ml,77,195,0.06377,0.07,nc,nc72624125,2016-04-19 22:21:07.103,"16km NW of San Simeon, California",earthquake,0.19,0.26,0.193,13,reviewed,nc,nc
2016-04-19 04:18:23.370,-55.6988,-27.2574,40.87,5.1,mb,,68,5.5,0.64,us,us20005jq0,2016-04-19 04:38:13.556,"111km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,9.7,3.2,0.06,89,reviewed,us,us
2016-04-19 03:47:49.800,18.697,-66.4475,14,2.8,Md,4,262.8,0.45364922,0.05,pr,pr16110000,2016-04-19 08:39:57.651,"26km N of  ierras Nuevas Poniente, Puerto Rico",earthquake,1.9,2.3,0,2,reviewed,pr,pr
2016-04-19 02:47:01.890,26.5311,130.2525,36.77,5.1,mb,,60,1.797,1.03,us,us20005jpl,2016-04-19 03:05:24.090,"217km SSE of Naze, Japan",earthquake,3.8,5.6,0.035,258,reviewed,us,us
2016-04-19 02:03:15.430,-0.3374,-80.7592,10,4.9,mb,,141,2.211,1.47,us,us20005jpe,2016-04-19 02:20:07.128,"47km NW of Bahia de Caraquez, Ecuador",earthquake,6.5,1.9,0.028,413,reviewed,us,us
2016-04-18 23:46:52.800,19.0702,-64.5915,28,2.9,Md,5,313.2,0.7932124,0.47,pr,pr16109008,2016-04-19 07:45:57.350,"72km N of Road  own, British Virgin Islands",earthquake,3.3,30.4,0,3,reviewed,pr,pr
2016-04-18 23:16:46.200,-2.0306,129.2121,43.06,4.1,mb,,165,3.339,1.08,us,us20005jmu,2016-04-19 00:47:29.717,"122km NE of  aniwel, Indonesia",earthquake,10.6,12.5,0.127,17,reviewed,us,us
2016-04-18 23:01:59.800,18.6952,-66.9599,90,2.7,Md,9,248.4,0.26679964,0.17,pr,pr16109007,2016-04-19 05:06:35.650,"22km NNE of Isabela, Puerto Rico",earthquake,1.5,0.9,0,4,reviewed,pr,pr
2016-04-18 21:56:47.110,-33.5057,77.6764,10,4.8,mb,,62,4.282,1.18,us,us20005jmd,2016-04-18 22:22:40.617,"Mid-Indian Ridge",earthquake,11.3,1.9,0.091,37,reviewed,us,us
2016-04-18 21:48:41.000,60.6551,-148.6537,14.7,3.4,ml,,,,0.53,ak,ak13485983,2016-04-18 22:27:16.112,"13km S of Whittier, Alaska",earthquake,0.3,0.3,,,automatic,ak,ak
2016-04-18 21:20:02.630,33.014,131.0027,10,4.3,mb,,103,0.153,0.95,us,us20005jm2,2016-04-18 22:11:51.741,"17km E of Kikuchi, Japan",earthquake,5.4,1.9,0.177,9,reviewed,us,us
2016-04-18 21:15:52.810,-0.0855,-80.8126,10,4.9,mb,,148,2.312,1.05,us,us20005jly,2016-04-18 21:49:17.831,"71km NW of Bahia de Caraquez, Ecuador",earthquake,4.5,1.9,0.03,341,reviewed,us,us
2016-04-18 20:32:45.990,42.1612,142.9063,60.22,4.4,mb,,88,0.237,0.47,us,us20005jl3,2016-04-18 20:53:13.775,"48km ESE of Shizunai, Japan",earthquake,6.7,2.9,0.099,29,reviewed,us,us
2016-04-18 20:25:55.920,37.0793333,-117.8941667,-0.27,3.03,ml,30,72,0.2507,0.18,ci,ci37138884,2016-04-19 00:40:32.095,"36km ESE of Big Pine, CA",earthquake,0.22,1.16,0.158,62,reviewed,ci,ci
2016-04-18 19:43:01.000,-19.109,-69.499,123.2,4.4,mb,,,,1.03,us,us20005jkj,2016-04-18 23:38:22.003,"101km S of Putre, Chile",earthquake,6.8,5.4,0.092,34,reviewed,guc,us
2016-04-18 19:12:37.630,-1.0294,-80.8448,10,4.6,mb,,155,2.028,0.8,us,us20005jjr,2016-04-18 23:24:36.728,"15km SW of Manta, Ecuador",earthquake,7.5,1.9,0.066,68,reviewed,us,us
2016-04-18 19:10:00.200,19.121,-64.246,7,3,Md,4,338.4,1.01779122,0.21,pr,pr16109006,2016-04-19 00:19:25.482,"87km NNE of Road  own, British Virgin Islands",earthquake,14.3,13.7,0,3,reviewed,pr,pr
2016-04-18 18:38:10.690,-1.0057,-80.8377,10,4.9,mb,,142,2.026,1.03,us,us20005jj6,2016-04-18 22:58:11.357,"13km WSW of Manta, Ecuador",earthquake,6.4,1.8,0.031,331,reviewed,us,us
2016-04-18 17:13:10.100,19.4066,-64.8054,8,3.2,Md,5,313.2,1.0582154,0.27,pr,pr16109005,2016-04-18 22:11:10.040,"111km N of Road  own, British Virgin Islands",earthquake,10.5,14.8,0,5,reviewed,pr,pr
2016-04-18 17:07:33.520,-0.3554,-80.5168,10,4.5,mb,,150,1.998,0.91,us,us20005jip,2016-04-19 13:02:31.738,"29km NNW of Bahia de Caraquez, Ecuador",earthquake,7.1,1.9,0.075,52,reviewed,us,us
2016-04-18 15:29:55.060,12.9497,92.3291,38.4,4.7,mb,,58,1.348,0.81,us,us20005ji4,2016-04-18 16:18:46.782,"144km NNW of Bamboo Flat, India",earthquake,8.3,6.6,0.076,52,reviewed,us,us
2016-04-18 13:25:44.410,-0.2772,-80.2984,10,5.1,mb,,74,1.82,0.73,us,us20005jhl,2016-04-18 15:43:39.259,"38km NNE of Bahia de Caraquez, Ecuador",earthquake,6.3,1.8,0.028,421,reviewed,us,us
2016-04-18 13:06:09.750,-19.4924,169.0909,65.83,5.9,mww,,19,2.158,0.81,us,us20005jhi,2016-04-18 20:56:25.000,"19km WNW of Isangel, Vanuatu",earthquake,6.7,3.9,,,reviewed,us,us
2016-04-18 11:42:00.180,33.0126,131.092,10.7,5.3,mb,,52,0.212,0.86,us,us20005jgz,2016-04-18 20:56:23.000,"25km E of Kikuchi, Japan",earthquake,6.1,4.3,0.035,272,reviewed,us,us
2016-04-18 11:38:38.220,-31.7154,-71.1747,39.42,5.6,mb,,101,0.531,0.86,us,us20005jgy,2016-04-18 15:06:23.040,"9km S of Illapel, Chile",earthquake,7.6,6.3,0.034,296,reviewed,us,us
2016-04-18 11:08:40.820,45.0378333,-111.868,6.1,2.71,ml,45,49,0.23,0.19,mb,mb80136724,2016-04-19 21:29:29.325,"29km SSE of Virginia City, Montana",earthquake,0.25,0.92,0.213,22,reviewed,mb,mb
2016-04-18 10:21:35.400,19.5109,-64.708,37,3.7,Md,20,302.4,1.17499639,0.28,pr,pr16109002,2016-04-18 11:16:47.532,"121km N of Road  own, British Virgin Islands",earthquake,2.3,15.5,0,17,reviewed,pr,pr
2016-04-18 09:52:46.700,-1.7826,138.6875,31.1,4.6,mb,,130,12.885,0.71,us,us20005jf8,2016-04-18 11:50:19.390,"230km WNW of Abepura, Indonesia",earthquake,12.4,6.6,0.117,22,reviewed,us,us
2016-04-18 09:21:23.000,57.2751,-157.6569,2.1,2.9,ml,,,,0.55,ak,ak13481936,2016-04-18 10:03:16.528,"132km NNE of Chignik Lake, Alaska",earthquake,1,0.3,,,automatic,ak,ak
2016-04-18 07:56:59.780,45.035,-111.8718333,4.64,2.92,ml,49,49,0.231,0.22,mb,mb80136704,2016-04-19 20:22:02.695,"29km SSE of Virginia City, Montana",earthquake,0.26,1.18,0.245,26,reviewed,mb,mb
2016-04-18 06:46:16.720,42.51,26.0468,16.53,4.5,mb,,32,1.613,0.78,us,us20005je7,2016-04-18 07:20:39.932,"3km NE of Nova agora, Bulgaria",earthquake,2.7,7.2,0.171,10,reviewed,us,us
2016-04-18 06:20:22.220,-17.4866,-173.933,136.42,4.4,mb,,90,4.121,0.98,us,us20005je2,2016-04-18 06:51:42.829,"128km N of Neiafu,  onga",earthquake,12.5,7.5,0.062,75,reviewed,us,us
2016-04-18 06:09:31.000,57.2129,-157.6216,8.7,2.9,ml,,,,0.5,ak,ak13481020,2016-04-18 06:41:30.937,"127km NNE of Chignik Lake, Alaska",earthquake,1,0.3,,,automatic,ak,ak
2016-04-18 05:59:01.000,57.2046,-157.5518,7.2,3.6,ml,,,,0.49,ak,ak13481015,2016-04-18 06:41:19.465,"129km NE of Chignik Lake, Alaska",earthquake,0.5,0.4,,,automatic,ak,ak
2016-04-18 04:50:49.000,58.9474,-135.1328,0.3,2.8,ml,,,,0.48,ak,ak13480998,2016-04-18 12:58:30.870,"36km SSE of Haines, Alaska",earthquake,0.8,0.4,,,reviewed,ak,ak
2016-04-18 04:46:40.210,45.0391667,-111.8666667,3.14,2.97,ml,48,58,0.23,0.27,mb,mb80136689,2016-04-19 19:58:39.650,"28km SSE of Virginia City, Montana",earthquake,0.32,4.62,0.277,28,reviewed,mb,mb
2016-04-18 04:25:59.570,-29.5197,-71.0331,41,4.6,mb,,125,0.435,0.67,us,us20005jdf,2016-04-18 05:18:37.342,"48km NNE of La Serena, Chile",earthquake,3.3,7,0.146,14,reviewed,us,us
2016-04-18 04:16:43.140,45.0381667,-111.8628333,2.41,2.6,ml,49,49,0.232,0.23,mb,mb80136679,2016-04-19 18:04:41.919,"29km SSE of Virginia City, Montana",earthquake,0.27,1.55,0.264,23,reviewed,mb,mb
2016-04-18 03:38:13.000,57.2952,-157.7069,2.1,2.6,ml,,,,0.61,ak,ak13480118,2016-04-18 04:05:23.923,"132km NNE of Chignik Lake, Alaska",earthquake,1.4,0.4,,,automatic,ak,ak
2016-04-18 02:32:34.700,36.1631,-96.7729,4.071,2.6,ml,,66,,0.3,us,us20005jct,2016-04-21 23:34:24.382,"8km NW of Yale, Oklahoma",earthquake,1.6,4.1,,,reviewed,tul,tul
2016-04-18 02:09:26.000,-0.7,-81.08,5,3.9,mb,,,,1.42,us,us20005kc2,2016-04-21 01:17:09.808,"47km NW of Manta, Ecuador",earthquake,10.7,8.9,0.257,4,reviewed,qui,us
2016-04-18 01:58:39.210,45.0381667,-111.8646667,1.98,3.16,ml,60,49,0.231,0.3,mb,mb80136664,2016-04-19 17:38:41.391,"29km SSE of Virginia City, Montana",earthquake,0.32,1.82,0.18,28,reviewed,mb,mb
2016-04-17 23:39:28.220,17.4471,-100.7149,42.43,4.4,mb,,207,2.053,1.19,us,us20005jbe,2016-04-18 00:44:19.905,"22km N of  ecpan de Galeana, Mexico",earthquake,9.1,10.4,0.04,182,reviewed,us,us
2016-04-17 23:35:43.750,32.8671,130.6952,10,4.6,mb,,95,0.299,0.66,us,us20005jbh,2016-04-21 21:56:42.252,"3km SSE of Ueki, Japan",earthquake,2.8,1.8,0.062,78,reviewed,us,us
2016-04-17 20:47:00.000,59.746,-153.0924,103.1,3.4,ml,,,,0.55,ak,ak13476589,2016-04-17 23:39:52.595,"70km W of Anchor Point, Alaska",earthquake,0.3,0.3,,,reviewed,ak,ak
2016-04-17 20:38:01.000,57.2055,-158.0414,3.9,2.7,ml,,,,0.79,ak,ak13476587,2016-04-17 21:26:14.170,"114km NNE of Chignik Lake, Alaska",earthquake,1.2,0.3,,,automatic,ak,ak
2016-04-17 20:24:01.420,0.57,-79.9003,10,4.6,mb,,145,1.5,1.31,us,us20005ja5,2016-04-17 20:54:20.327,"15km ESE of Muisne, Ecuador",earthquake,4.5,1.9,0.137,16,reviewed,us,us
2016-04-17 19:39:38.650,41.0123333,-125.2201667,22.95,2.62,md,19,303,0.8587,0.24,nc,nc72623360,2016-04-21 06:42:05.219,"91km WNW of Bayview, California",earthquake,5.69,17.59,0.349,21,reviewed,nc,nc
2016-04-17 19:33:46.500,-58.0282,-25.3338,59.39,5.1,mb,,77,7.269,0.75,us,us20005j9p,2016-04-17 19:47:22.587,"131km NNE of Bristol Island, South Sandwich Islands",earthquake,11.5,8.3,0.086,44,reviewed,us,us
2016-04-17 19:24:42.280,-31.4595,-71.9266,35.53,4.2,mb,,179,0.822,0.8,us,us20005j9i,2016-04-17 22:59:25.493,"74km WNW of Illapel, Chile",earthquake,3.2,15.7,0.264,4,reviewed,us,us
2016-04-17 19:07:38.720,1.2155,126.9479,49.06,4.4,mb,,136,0.608,0.47,us,us20005j9e,2016-04-17 19:25:28.285,"66km NW of Kota  ernate, Indonesia",earthquake,6.5,9.6,0.12,20,reviewed,us,us
2016-04-17 19:00:33.490,9.2234,-80.6341,10,4.4,mb,,111,0.788,1.18,us,us20005j9a,2016-04-17 22:47:21.941,"60km W of Puerto Escondido, Panama",earthquake,2.4,1.9,0.12,20,reviewed,us,us
2016-04-17 18:24:20.500,-0.0226,123.3864,134.88,4.4,mb,,60,1.184,0.98,us,us20005j96,2016-04-17 19:35:40.098,"48km SSE of Bilungala, Indonesia",earthquake,8.3,8.9,0.097,31,reviewed,us,us
2016-04-17 18:02:05.400,19.426,-64.658,24,2.8,Md,3,342,1.1049278,0.23,pr,pr16108007,2016-04-17 23:32:07.003,"111km N of Road  own, British Virgin Islands",earthquake,4.2,21.7,0,2,reviewed,pr,pr
2016-04-17 17:19:01.310,12.6419,-88.0699,73.64,4.8,mb,,107,0.996,1.06,us,us20005j8r,2016-04-17 17:37:39.714,"61km S of Intipuca, El Salvador",earthquake,6.6,9.4,0.061,82,reviewed,us,us
2016-04-17 16:42:40.000,66.0528,-140.5975,0,2.9,ml,,,,0.86,ak,ak13473967,2016-04-17 17:25:25.885,"143km N of Eagle Village, Alaska",earthquake,0.4,0.5,,,automatic,ak,ak
2016-04-17 16:38:16.000,57.1714,-157.6709,0.8,2.6,ml,,,,0.73,ak,ak13473964,2016-04-17 17:25:37.380,"121km NNE of Chignik Lake, Alaska",earthquake,0.9,0.5,,,automatic,ak,ak
2016-04-17 16:17:17.500,69.1362,-53.4823,15.03,4.5,mb,,59,2.403,0.88,us,us20005j8h,2016-04-17 17:06:57.725,"53km NNW of Aasiaat, Greenland",earthquake,5.9,4.4,0.051,112,reviewed,us,us
2016-04-17 15:06:29.000,63.4548,-149.6008,104.8,2.7,ml,,,,0.84,ak,ak13473092,2016-04-17 15:40:50.472,"33km WNW of Cantwell, Alaska",earthquake,0.2,0.5,,,automatic,ak,ak
2016-04-17 14:59:44.960,-30.752,-71.5038,37.16,4.8,mb,,81,0.137,0.66,us,us20005j8a,2016-04-17 15:53:30.431,"33km WSW of Ovalle, Chile",earthquake,4.4,1.6,0.055,104,reviewed,us,us
2016-04-17 14:35:26.500,18.0081,-68.3236,80,3.3,Md,8,216,1.15523346,0.37,pr,pr16108004,2016-04-17 17:26:01.040,"50km SE of Boca de Yuma, Dominican Republic",earthquake,3.9,4.3,0,3,reviewed,pr,pr
2016-04-17 13:54:50.740,37.8463,23.4879,20.78,4.4,mb,,68,1.41,0.75,us,us20005j81,2016-04-17 14:47:57.035,"8km SSE of Aianteion, Greece",earthquake,5.5,6.1,0.068,63,reviewed,us,us
2016-04-17 13:39:25.980,-4.9957,102.9064,52.15,4.4,mb,,187,0.632,0.5,us,us20005j80,2016-04-17 14:14:51.482,"95km W of Kuripan, Indonesia",earthquake,9.8,7.4,0.096,31,reviewed,us,us
2016-04-17 12:15:29.420,-8.2819,124.4352,34.87,4.7,mb,,99,2.202,0.93,us,us20005j7h,2016-04-17 12:32:07.148,"104km NNW of Atambua, Indonesia",earthquake,8.1,4.1,0.112,24,reviewed,us,us
2016-04-17 11:35:42.190,35.297,-97.7815,5.88,2.5,mb_lg,,82,0.118,0.27,us,us20005j78,2016-04-17 22:25:30.150,"2km ENE of  uttle, Oklahoma",earthquake,1.5,2.8,0.17,9,reviewed,us,us
2016-04-17 11:34:41.190,35.774,140.2345,57.9,4.5,mb,,116,0.457,0.76,us,us20005j7a,2016-04-17 12:19:47.253,"6km N of Sakura, Japan",earthquake,3.2,6.4,0.097,31,reviewed,us,us
2016-04-17 11:07:42.250,-21.1414,-68.6249,125.34,4.4,mb,,83,0.869,1.08,us,us20005j74,2016-04-17 11:25:42.542,"150km NNE of Calama, Chile",earthquake,5.9,7,0.148,13,reviewed,us,us
2016-04-17 10:23:41.710,32.7334,130.5636,5.13,4.7,mb,,106,0.471,0.68,us,us20005j6z,2016-04-17 10:39:54.079,"11km WNW of Uto, Japan",earthquake,3.9,4.8,0.071,61,reviewed,us,us
2016-04-17 09:59:16.170,36.4084,-98.1262,3.11,3,mb_lg,,36,0.333,0.34,us,us20005j6x,2016-04-17 10:31:27.204,"19km SE of Helena, Oklahoma",earthquake,1,7.5,0.063,66,reviewed,us,us
2016-04-17 09:23:40.980,-0.2522,-80.7163,10,5.5,mb,,76,2.22,1.11,us,us20005j6q,2016-04-18 01:56:18.000,"50km NW of Bahia de Caraquez, Ecuador",earthquake,6.5,1.9,0.023,664,reviewed,us,us
2016-04-17 09:20:49.910,36.6295,-97.7076,3.74,2.5,mb_lg,,46,0.252,0.21,us,us20005j6i,2016-04-17 09:49:09.575,"19km S of Medford, Oklahoma",earthquake,1.3,7.5,0.117,19,reviewed,us,us
2016-04-17 09:19:40.170,-17.512,-178.5041,553.04,4.9,mb,,75,3.291,0.94,us,us20005j6m,2016-04-17 09:36:22.894,"255km ESE of Lambasa, Fiji",earthquake,12.9,9.1,0.073,58,reviewed,us,us
2016-04-17 09:11:53.570,36.2881,-97.6506,1.39,2.5,mb_lg,,33,0.515,0.25,us,us20005j6g,2016-04-17 09:27:29.043,"22km E of Waukomis, Oklahoma",earthquake,0.7,7.9,0.092,31,reviewed,us,us
2016-04-17 09:07:32.000,59.203,-152.5354,58.4,3.2,ml,,,,0.6,ak,ak13468808,2016-04-17 09:45:54.667,"74km SW of Homer, Alaska",earthquake,0.3,0.5,,,automatic,ak,ak
2016-04-17 08:52:28.240,-0.4657,-80.7213,10,4.5,mb,,89,2.114,0.95,us,us20005j6e,2016-04-17 09:30:06.971,"37km WNW of Bahia de Caraquez, Ecuador",earthquake,6.8,1.9,0.099,30,reviewed,us,us
2016-04-17 07:53:26.300,19.6135,-64.244,68,2.9,Md,4,345.6,1.62864561,0.23,pr,pr16108003,2016-04-17 12:41:25.769,"138km NNE of Road  own, British Virgin Islands",earthquake,7,14.1,0,4,reviewed,pr,pr
2016-04-17 07:31:03.720,-23.5994,-174.3252,35,5.8,mb,,31,6.484,1.36,us,us20005j67,2016-04-17 12:56:18.000,"259km SSE of `Ohonua,  onga",earthquake,8.9,1.9,0.028,458,reviewed,us,us
2016-04-17 07:13:58.940,-0.4388,-80.2668,10,5.6,mb,,77,1.746,1.16,us,us20005j62,2016-04-18 01:56:17.000,"24km NE of Bahia de Caraquez, Ecuador",earthquake,5.7,1.8,0.022,697,reviewed,us,us
2016-04-17 07:04:55.600,19.6725,-63.6862,79,3.4,Md,4,345.6,1.77866426,0.12,pr,pr16108002,2016-04-17 12:25:15.299,"170km NE of Road  own, British Virgin Islands",earthquake,4.9,9.7,0,4,reviewed,pr,pr
2016-04-17 06:32:42.170,13.7757,-92.3596,37.73,4.5,mb,,155,0.984,0.95,us,us20005j5t,2016-04-17 06:51:29.862,"75km SW of Champerico, Guatemala",earthquake,7.7,2.7,0.047,135,reviewed,us,us
2016-04-17 05:50:37.000,59.8403,-152.9766,102.6,2.8,ml,,,,0.74,ak,ak13467115,2016-04-17 06:24:00.731,"64km W of Anchor Point, Alaska",earthquake,0.3,0.4,,,automatic,ak,ak
2016-04-17 05:42:51.660,0.274,-80.4265,10,4.5,mb,,90,2.346,0.98,us,us20005j5g,2016-04-17 06:42:46.683,"46km WNW of Pedernales, Ecuador",earthquake,6,1.9,0.08,46,reviewed,us,us
2016-04-17 05:37:51.000,62.3376,-149.1572,0.1,2.6,ml,,,,1.12,ak,ak13467099,2016-04-17 06:24:13.944,"41km ENE of Y, Alaska",earthquake,0.3,876.1,,,automatic,ak,ak
